,Vehicle 1,Vehicle 2,seed,platoon,Vehicle 1 fws,Vehicle 2 fws,Vehicle 1 pct,Vehicle 2 pct
1,0.7025949066733805,0.1452835657609536,2,1,0.8478784724343341,0.8478784724343341,0.8286504841385681,0.17134951586143193
1,0.08035353298493769,0.07087795160600095,2,2,0.15123148459093866,0.15123148459093866,0.5313280710183033,0.46867192898169663
